movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
466,Hot Shots! Part Deux (1993),9255,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",https://image.tmdb.org/t/p/w500/zh9EGK970GHo10ETclWBOjZVUOK.jpg,Action|Comedy|War,1993,Charlie Sheen|Lloyd Bridges|Valeria Golino|Richard Crenna|Rowan Atkinson,Jim Abrahams
467,Live Nude Girls (1995),26271,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",https://image.tmdb.org/t/p/w500/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,Comedy,1995,Dana Delany|Kim Cattrall|Cynthia Stevenson|Laila Robins|Lora Zane,Julianna Lavin
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",10612,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",https://image.tmdb.org/t/p/w500/s96XNz6eBsYDK3A9nVyEuHdv7BG.jpg,Drama|Comedy|Romance,1995,Hugh Grant|Tara Fitzgerald|Colm Meaney|Ian McNeice|Ian Hart,Christopher Monger
469,"House of the Spirits, The (1993)",2259,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",https://image.tmdb.org/t/p/w500/pS5xqILNBxcjRqLZROIkO4wszrU.jpg,Romance|Drama,1993,Meryl Streep|Glenn Close|Jeremy Irons|Winona Ryder|Antonio Banderas,Bille August
470,House Party 3 (1994),16097,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",https://image.tmdb.org/t/p/w500/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,Comedy,1994,Christopher Reid|Christopher Martin|Angela Means|Khandi Alexander|Bernie Mac,Eric Meza
471,"Hudsucker Proxy, The (1994)",11934,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,https://image.tmdb.org/t/p/w500/bp5Kg9iT9oSXsECgDkNJVqvIrxX.jpg,Comedy|Drama|Fantasy,1994,Tim Robbins|Jennifer Jason Leigh|Charles Durning|Paul Newman|Jim True-Frost,Joel Coen
472,I'll Do Anything (1994),106143,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",https://image.tmdb.org/t/p/w500/q7CFDCUNfuOxZssINLGkPE9m2l1.jpg,Comedy|Drama,1994,Nick Nolte|Whittni Wright|Albert Brooks|Julie Kavner|Joely Richardson,James L. Brooks
473,In the Army Now (1994),12475,"Bones Conway and Jack Kaufman, two misguided youths, join the reserves to make some easy money for their entrepreneurial dreams. Unfortunately, no sooner than they finish basic training they find themselves at war as part of the water purification team.",https://image.tmdb.org/t/p/w500/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg,Comedy,1994,Pauly Shore|Andy Dick|Lori Petty|David Alan Grier|Esai Morales,Daniel Petrie Jr.
474,In the Line of Fire (1993),9386,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",https://image.tmdb.org/t/p/w500/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,Action|Drama|Thriller|Crime|Mystery,1993,Clint Eastwood|John Malkovich|Rene Russo|Dylan McDermott|Gary Cole,Wolfgang Petersen
475,In the Name of the Father (1993),7984,"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.",https://image.tmdb.org/t/p/w500/3NcIkKxaO2SmRVsG1v50XhtmL0f.jpg,Drama,1993,Daniel Day-Lewis|Pete Postlethwaite|Emma Thompson|John Lynch|Corin Redgrave,Jim Sheridan
476,"Inkwell, The (1994)",59930,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,https://image.tmdb.org/t/p/w500/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg,Comedy|Drama|Romance,1994,Larenz Tate|Joe Morton|Suzzanne Douglas|Glynn Turman|Vanessa Bell Calloway,Matty Rich
477,What's Love Got to Do with It? (1993),15765,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,https://image.tmdb.org/t/p/w500/vNAYuA26Wtf7VfzZEaxZQmJTE4Z.jpg,Drama|Music|History,1993,Angela Bassett|Laurence Fishburne|Vanessa Bell Calloway|Jenifer Lewis|Khandi Alexander,Brian Gibson
478,Jimmy Hollywood (1994),31643,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",https://image.tmdb.org/t/p/w500/sTLLLD6shSp6lrbIKa4v5N4wDso.jpg,Comedy,1994,Joe Pesci|Christian Slater|Victoria Abril|Jason Beghe|John Cothran,Barry Levinson
479,Judgment Night (1993),6,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",https://image.tmdb.org/t/p/w500/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg,Action|Crime|Thriller,1993,Emilio Estevez|Cuba Gooding Jr.|Denis Leary|Stephen Dorff|Jeremy Piven,Stephen Hopkins
480,Jurassic Park (1993),329,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",https://image.tmdb.org/t/p/w500/bRKmwU9eXZI5dKT11Zx1KsayiLW.jpg,Adventure|Science Fiction,1993,Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck,Steven Spielberg
481,Kalifornia (1993),10909,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",https://image.tmdb.org/t/p/w500/6ufie7ZVJGGbBBeYzldTTavtPc3.jpg,Thriller|Crime,1993,Brad Pitt|David Duchovny|Juliette Lewis|Michelle Forbes|Sierra Pecheur,Dominic Sena
482,Killing Zoe (1994),507,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",https://image.tmdb.org/t/p/w500/k3UEKMVnkljOlsO5sLmz87YGlaG.jpg,Action|Crime|Drama|Thriller,1993,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade|Tai Thai|Bruce Ramsay,Roger Avary
483,King of the Hill (1993),34024,"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",https://image.tmdb.org/t/p/w500/vmV21mWwclW2A3lmlBejn8TyIu2.jpg,Drama|History,1993,Jesse Bradford|Jeroen Krabbé|Lisa Eichhorn|Karen Allen|Spalding Gray,Steven Soderbergh
484,Lassie (1994),29918,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",https://image.tmdb.org/t/p/w500/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg,Family|Adventure,1994,Tom Guiry|Helen Slater|Jon Tenney|Brittany Boyd|Frederic Forrest,Daniel Petrie
485,Last Action Hero (1993),9593,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",https://image.tmdb.org/t/p/w500/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg,Adventure|Fantasy|Action|Comedy|Family,1993,Arnold Schwarzenegger|Austin O'Brien|Bridgette Wilson-Sampras|F. Murray Abraham|Art Carney,John McTiernan
486,Life with Mikey (1993),42580,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",https://image.tmdb.org/t/p/w500/dKsvF5t5xsm17HG3GJzQQGJpJzP.jpg,Comedy|Family,1993,Michael J. Fox|Christina Vidal Mitchell|Nathan Lane|Victor Garber|David Krumholtz,James Lapine
487,Lightning Jack (1994),22317,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",https://image.tmdb.org/t/p/w500/4YoRERjKWO2442ezcvgEjAZuxWP.jpg,Comedy|Western,1994,Paul Hogan|Beverly D'Angelo|Cuba Gooding Jr.|Pat Hingle|Richard Riehle,Simon Wincer
488,M. Butterfly (1993),1413,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",https://image.tmdb.org/t/p/w500/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,Romance|Drama,1993,Jeremy Irons|John Lone|Barbara Sukowa|Annabel Leventon|Shizuko Hoshi,David Cronenberg
489,Made in America (1993),12121,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",https://image.tmdb.org/t/p/w500/6uqqpeecN2STBzjtwNYENMq7Ab5.jpg,Comedy,1993,Whoopi Goldberg|Ted Danson|Will Smith|Nia Long|Paul Rodríguez,Richard Benjamin
490,Malice (1993),2246,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",https://image.tmdb.org/t/p/w500/6kcjUrhvHrXSLDLQHvcOvJmLSqs.jpg,Thriller,1993,Alec Baldwin|Nicole Kidman|Bill Pullman|Bebe Neuwirth|George C. Scott,Harold Becker
491,"Man Without a Face, The (1993)",10502,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited.",https://image.tmdb.org/t/p/w500/9dmH2jc6jwlZo90JQTFOx4XaBWt.jpg,Drama,1993,Mel Gibson|Nick Stahl|Margaret Whitton|Fay Masterson|Gaby Hoffmann,Mel Gibson
492,Manhattan Murder Mystery (1993),10440,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,https://image.tmdb.org/t/p/w500/zrzBIlMyAP7Ac9W5qAy5ssAUdK4.jpg,Comedy|Mystery,1993,Woody Allen|Diane Keaton|Jerry Adler|Alan Alda|Anjelica Huston,Woody Allen
493,Menace II Society (1993),9516,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,https://image.tmdb.org/t/p/w500/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg,Drama|Crime|Thriller,1993,Tyrin Turner|Larenz Tate|Glenn Plummer|Jada Pinkett Smith|Samuel L. Jackson,Albert Hughes|Allen Hughes
494,Executive Decision (1996),2320,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",https://image.tmdb.org/t/p/w500/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg,Action|Adventure|Drama|Thriller,1996,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt,Stuart Baird
495,In the Realm of the Senses (Ai no corrida) (1976),5879,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",https://image.tmdb.org/t/p/w500/AiFQbgjgSXWPfbi9iIYT39iXWMW.jpg,Drama|Romance,1976,Eiko Matsuda|Tatsuya Fuji|Aoi Nakajima|Yasuko Matsui|Meika Seri,Nagisa Ōshima
496,What Happened Was... (1994),83718,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,https://image.tmdb.org/t/p/w500/mke5aNX5cT6JIWk2ER4ng9dGNNL.jpg,Comedy|Drama|Romance,1994,Karen Sillas|Tom Noonan,Tom Noonan
497,Much Ado About Nothing (1993),11971,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",https://image.tmdb.org/t/p/w500/tvltGP6vYOkHdURag0jPSjhPUAV.jpg,Drama|Comedy|Romance,1993,Emma Thompson|Kenneth Branagh|Kate Beckinsale|Denzel Washington|Michael Keaton,Kenneth Branagh
498,Mr. Jones (1993),2625,"The story about the relationship between a manic depressive man, Mr. Jones, and the female doctor who takes more than a professional interest in his treatment.",https://image.tmdb.org/t/p/w500/rmAnfar51B0qSQ1Wkix0iKtUUnx.jpg,Drama|Romance,1993,Richard Gere|Lena Olin|Anne Bancroft|Tom Irwin|Delroy Lindo,Mike Figgis
499,Mr. Wonderful (1993),31911,"Electrician Gus gets the chance to fulfil a childhood dream by buying an old bowling-alley with some of his friends, but first he must find his ex-wife a new husband so he can stop paying alimony.",https://image.tmdb.org/t/p/w500/AtUjyMEXPR41JWZzGfHEzgmrrHq.jpg,Comedy|Romance,1993,Matt Dillon|Annabella Sciorra|Mary-Louise Parker|William Hurt|Vincent D'Onofrio,Anthony Minghella
500,Mrs. Doubtfire (1993),788,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",https://image.tmdb.org/t/p/w500/shHrSmXS5140o6sQzgzXxn3KqSm.jpg,Comedy|Drama|Family,1993,Robin Williams|Sally Field|Lisa Jakub|Matthew Lawrence|Mara Wilson,Chris Columbus
501,Naked (1993),21450,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,https://image.tmdb.org/t/p/w500/xMYP4uaNeyPmX4FQ2xxWk2eIN6K.jpg,Drama|Comedy,1993,David Thewlis|Lesley Sharp|Katrin Cartlidge|Greg Cruttwell|Claire Skinner,Mike Leigh
502,"Next Karate Kid, The (1994)",11231,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",https://image.tmdb.org/t/p/w500/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,Action|Drama|Family|Adventure,1994,Pat Morita|Hilary Swank|Michael Ironside|Constance Towers|Chris Conrad,Christopher Cain
503,"New Age, The (1994)",41588,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have to make some hard decisions.",https://image.tmdb.org/t/p/w500/k0qZgxIlGRPsgamNjIUDKhLmZGH.jpg,Comedy|Drama,1994,Peter Weller|Judy Davis|Patrick Bauchau|Rachel Rosenthal|Adam West,Michael Tolkin
504,No Escape (1994),10447,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",https://image.tmdb.org/t/p/w500/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,Action|Drama|Science Fiction|Thriller,1994,Ray Liotta|Lance Henriksen|Stuart Wilson|Kevin Dillon|Kevin J. O'Connor,Martin Campbell
505,North (1994),31586,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.",https://image.tmdb.org/t/p/w500/e4JEG7dstmurXMUPOW9Jy6UDR9F.jpg,Comedy|Family|Fantasy|Adventure|Drama,1994,Elijah Wood|Bruce Willis|Jason Alexander|Julia Louis-Dreyfus|Jon Lovitz,Rob Reiner
506,Orlando (1992),9300,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.",https://image.tmdb.org/t/p/w500/otSCGdKzEeVgbfNl0YslOpRZHgk.jpg,Drama|Fantasy,1992,Tilda Swinton|Billy Zane|Lothaire Bluteau|John Wood|Charlotte Valandrey,Sally Potter
507,"Perfect World, A (1993)",9559,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",https://image.tmdb.org/t/p/w500/kWX2CYM5TbWaZwll4ysh7OjVUmJ.jpg,Drama|Crime|Thriller,1993,Kevin Costner|Clint Eastwood|Laura Dern|T.J. Lowther|Bradley Whitford,Clint Eastwood
508,Philadelphia (1993),9800,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,https://image.tmdb.org/t/p/w500/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,Drama,1993,Tom Hanks|Denzel Washington|Jason Robards|Mary Steenburgen|Antonio Banderas,Jonathan Demme
509,"Piano, The (1993)",713,"When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",https://image.tmdb.org/t/p/w500/dUxjG6baSzGIgP7R8BQI5rpMuET.jpg,Drama|Romance,1993,Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin|Cliff Curtis,Jane Campion
510,Poetic Justice (1993),8291,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",https://image.tmdb.org/t/p/w500/fOtMHxhYaCQcu3dwWpg7lz4Bqo0.jpg,Drama|Romance,1993,Janet Jackson|Tupac Shakur|Regina King|Joe Torry|Tyra Ferrell,John Singleton
511,"Program, The (1993)",18133,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",https://image.tmdb.org/t/p/w500/4pdbutHc9SLEPmdLKtlVffiLByP.jpg,Drama|Action|Romance,1993,James Caan|Halle Berry|Omar Epps|Craig Sheffer|Kristy Swanson,David S. Ward
512,"Puppet Masters, The (1994)",25557,The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,https://image.tmdb.org/t/p/w500/8xJGom6fUqmVhJ7EWprZEHygUis.jpg,Horror|Science Fiction|Thriller,1994,Donald Sutherland|Eric Thal|Julie Warner|Keith David|Will Patton,Stuart Orme
513,Radioland Murders (1994),22588,A series of mysterious crimes threatens the existence of a new radio network.,https://image.tmdb.org/t/p/w500/l9pvl3AH4UsUvLn4yUP0RR4pltx.jpg,Comedy|Crime|Drama,1994,Brian Benben|Mary Stuart Masterson|Ned Beatty|Scott Michael Campbell|Brion James,Mel Smith
514,"Ref, The (1994)",10872,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",https://image.tmdb.org/t/p/w500/ym7Kx3iDmalK8kXKvVQwnFYABEV.jpg,Comedy|Crime|Drama,1994,Denis Leary|Judy Davis|Kevin Spacey|Glynis Johns|Robert J. Steinmiller Jr.,Ted Demme
515,"Remains of the Day, The (1993)",1245,A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,https://image.tmdb.org/t/p/w500/uDGDtqSvuch324WnM7Ukdp1bCAQ.jpg,Drama|Romance,1993,Anthony Hopkins|Emma Thompson|James Fox|Christopher Reeve|Hugh Grant,James Ivory
516,Renaissance Man (1994),11858,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",https://image.tmdb.org/t/p/w500/iPRtaSfN8gNWFclgrcg5oD3V41i.jpg,Comedy|Drama,1994,Danny DeVito|Gregory Hines|James Remar|Ed Begley Jr.|Lillo Brancato,Penny Marshall
517,Rising Sun (1993),7007,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",https://image.tmdb.org/t/p/w500/jVWEeZ383peKxwE284AdyHqq6GH.jpg,Action|Drama|Thriller,1993,Sean Connery|Wesley Snipes|Tia Carrere|Cary-Hiroyuki Tagawa|Harvey Keitel,Philip Kaufman
518,"Road to Wellville, The (1994)",10467,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",https://image.tmdb.org/t/p/w500/zh7OVdFMpqpZ027z9RgVIwzxYjZ.jpg,Comedy|Romance|Drama,1994,Anthony Hopkins|Bridget Fonda|Matthew Broderick|John Cusack|Dana Carvey,Alan Parker
519,RoboCop 3 (1993),5550,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",https://image.tmdb.org/t/p/w500/ppLSSwCuC5ERRWbu9H3R8SPL9AM.jpg,Action|Adventure|Crime|Science Fiction|Thriller,1993,Robert John Burke|Nancy Allen|Rip Torn|John Castle|Jill Hennessy,Fred Dekker
520,Robin Hood: Men in Tights (1993),8005,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",https://image.tmdb.org/t/p/w500/woexOLEkUlYsPLLuZRK6LjZaF38.jpg,Comedy,1993,Cary Elwes|Richard Lewis|Roger Rees|Amy Yasbeck|Dave Chappelle,Mel Brooks
521,Romeo Is Bleeding (1993),2088,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,https://image.tmdb.org/t/p/w500/ojXNRpHMXU99UFmF9MKKiJCymKr.jpg,Crime|Drama|Romance,1993,Gary Oldman|Lena Olin|Annabella Sciorra|Juliette Lewis|Roy Scheider,Peter Medak
522,Romper Stomper (1992),10412,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",https://image.tmdb.org/t/p/w500/urE3Jzl3zuz2XUmAq2rXubYn3SD.jpg,Action|Drama|Thriller,1992,Russell Crowe|Daniel Pollock|Jacqueline McKenzie|Alex Scott|Leigh Russell,Geoffrey Wright
523,Ruby in Paradise (1993),47889,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",https://image.tmdb.org/t/p/w500/gk0vbIVYwpXxSf1wQbS2r9IsBoV.jpg,Drama|Romance,1993,Ashley Judd|Todd Field|Bentley Mitchum|Dorothy Lyman|Allison Dean,Victor Nuñez
524,Rudy (1993),14534,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",https://image.tmdb.org/t/p/w500/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,Drama|History,1993,Sean Astin|Jon Favreau|Ned Beatty|Lili Taylor|Charles S. Dutton,David Anspaugh
525,"Saint of Fort Washington, The (1993)",56583,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",https://image.tmdb.org/t/p/w500/e8ie1x22wFEo63LQBbpBDqIH4oY.jpg,Drama,1993,Danny Glover|Matt Dillon|Rick Aviles|Nina Siemaszko|Ving Rhames,Tim Hunter
526,"Savage Nights (Nuits fauves, Les) (1992)",41878,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura, does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",https://image.tmdb.org/t/p/w500/5Onj1lmo28QklT5iiEdYlKygO7h.jpg,Drama,1992,Cyril Collard|Romane Bohringer|Carlos López|Clémentine Célarié|Corine Blue,Cyril Collard
527,Schindler's List (1993),424,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,Drama|History|War,1993,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall,Steven Spielberg
528,"Scout, The (1994)",35233,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska. Soon, the New York Yankees put a $55 million contract on the table—provided a psychiatrist can affirm Nebraska's mental stability.",https://image.tmdb.org/t/p/w500/a5b1k4wmZShLu1Fo19SzcOJKRlD.jpg,Comedy,1994,Albert Brooks|Brendan Fraser|Dianne Wiest|Anne Twomey|Lane Smith,Michael Ritchie
529,Searching for Bobby Fischer (1993),14291,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,https://image.tmdb.org/t/p/w500/oAJpHkMpfXiFY9F3HocIz9fhHLc.jpg,Drama,1993,Max Pomeranc|Joe Mantegna|Joan Allen|Ben Kingsley|Laurence Fishburne,Steven Zaillian
530,Second Best (1994),103413,The difficult relationship between a british postal officer and his adoptive son.,https://image.tmdb.org/t/p/w500/aKnqvAIYLUXm1Lnih0Oc024HbYV.jpg,Drama|Family,1994,William Hurt|Nathan Yapp|Jane Horrocks|Prunella Scales|Keith Allen,Chris Menges
